"","subject","trigger","prime.x","list.x","target","stemid","correct_response","target.resp","target.acc","target.rt","target.rt.trm.err","relatedness","w_word","stem","affix","whl_word_len","afx_len","stem_len","transp","afx_onset","stem_frq","stem_logfrq","whl_word_freq","whl_word_logfrq","rel_frq","prime.y","afx_frq","med_splt","r1_splt","r1.5_splt","list.y","new.rt","log.rt","inverse.rt"
"2557",20,148,"acidify","List1","racket",48,6,6,1,617,617,"unrelated","racketeer","racket","eer",9,3,6,"transparent","vowel",11.7201,1.104490526,0.0594928,0.02509801,44.0070938689126,"racketeer","low","high","high","high","B",617,6.42486902390539,1.62074554294976
"2558",20,149,"frontier","List1","musket",49,6,6,1,691,691,"unrelated","musketeer","musket","eer",9,3,6,"transparent","vowel",0.65442,0.218645772,0,0,218645772,"musketeer","low","high","high","high","B",691,6.53813982376767,1.44717800289436
"2559",20,150,"humidify","List1","cloth",50,6,6,1,595,595,"unrelated","clothier","cloth","ier",8,3,5,"transparent","vowel",47.2967,1.683917457,0,0,1683917457,"clothier","low","high","high","high","B",595,6.38856140554563,1.68067226890756
"2560",20,151,"imply","List2","wit",51,6,6,1,500,500,"unrelated","witness","wit","ness",7,4,3,"opaque","consonant",11.0062,1.079405574,23.7376,1.393357563,0.774679524,"witness","high","low","low","low","A",500,6.21460809842219,2
"2561",20,152,"witness","List1","imp",52,6,6,1,569,569,"unrelated","imply","imp","ly",5,2,3,"opaque","consonant",1.01138,0.303494127,12.1365,1.11847967,0.271345233059672,"imply","high","low","low","low","B",569,6.34388043412633,1.75746924428822
"2562",20,153,"flower","List2","list",53,6,6,1,736,736,"unrelated","listen","list","en",6,2,4,"opaque","vowel",74.6634,1.878885853,75.4368,1.883302497,0.99765484,"listen","high","low","low","low","A",736,6.60123011872888,1.35869565217391
"2563",20,154,"traitor","List2","past",54,6,6,1,495,495,"unrelated","pastor","past","or",6,2,4,"opaque","vowel",273.786,2.438994602,3.62906,0.66549281,3.66494507782143,"pastor","high","high","high","high","A",495,6.20455776256869,2.02020202020202
"2564",20,155,"limber","List2","ban",55,6,6,1,424,424,"unrelated","banish","ban","ish",6,3,3,"opaque","vowel",13.6833,1.166823672,2.14174,0.497170241,2.346929831,"banish","high","low","high","high","A",424,6.04973345523196,2.35849056603774
"2565",20,156,"hunger","List2","heath",56,6,6,1,739,739,"unrelated","heathen","heath","en",7,2,5,"opaque","vowel",13.6238,1.165060239,2.55819,0.551229135,2.113567957,"heathen","high","low","high","high","A",739,6.6052979209482,1.3531799729364
"2566",20,157,"pollen","List2","mist",57,6,6,1,511,511,"unrelated","mister","mist","er",6,2,4,"opaque","vowel",13.8023,1.170329202,7.02015,0.904182491,1.294350656,"mister","high","low","high","low","A",511,6.2363695902037,1.95694716242661
"2567",20,158,"vanish","List2","rapt",58,6,6,1,588,588,"unrelated","raptor","rapt","or",6,2,4,"opaque","vowel",2.14174,0.497170241,0,0,497170241,"raptor","high","high","high","high","A",588,6.37672694789863,1.70068027210884
"2568",20,159,"listen","List1","flow",59,6,6,1,566,566,"unrelated","flower","flow","er",6,2,4,"opaque","vowel",41.9424,1.632886313,27.9616,1.461822551,1.11702088,"flower","high","low","high","low","B",566,6.33859407820318,1.76678445229682
"2569",20,160,"pastor","List1","trait",60,6,6,1,560,560,"unrelated","traitor","trait","or",7,2,5,"opaque","vowel",3.2721,0.63064141,6.18725,0.856562752,0.736246594649674,"traitor","high","low","low","low","B",560,6.32793678372919,1.78571428571429
"2570",20,161,"banish","List1","limb",61,6,6,1,599,599,"unrelated","limber","limb","er",6,2,4,"opaque","vowel",7.91254,0.950001492,0.773406,0.248808173,3.818208529,"limber","high","high","high","high","B",599,6.39526159811545,1.669449081803
"2571",20,162,"heathen","List1","hung",62,6,6,1,516,516,"unrelated","hunger","hung","er",6,2,4,"opaque","vowel",58.6004,1.775249174,25.2249,1.418713841,1.251308841,"hunger","high","low","high","low","B",516,6.24610676548156,1.93798449612403
"2572",20,163,"mister","List1","poll",63,6,6,1,1134,1134,"unrelated","pollen","poll","en",6,2,4,"opaque","vowel",8.38848,0.972595285,5.88978,0.838205355,1.160330554,"pollen","high","low","high","low","B",1134,7.0335064842877,0.881834215167548
"2573",20,164,"raptor","List1","van",64,6,6,1,839,839,"unrelated","vanish","van","ish",6,3,3,"opaque","vowel",56.3396,1.758454659,6.18725,0.856562752,2.052919827,"vanish","high","low","high","high","B",839,6.73221070646721,1.19189511323004
"2574",20,165,"weakness","List2","help",65,6,6,1,621,621,"unrelated","helpless","help","less",8,4,4,"transparent","consonant",375.221,2.575443033,19.3351,1.308246312,1.968622428,"helpless","high","low","high","high","A",621,6.43133108193348,1.61030595813205
"2575",20,166,"greatly","List2","chief",66,6,6,1,563,563,"unrelated","chiefly","chief","ly",7,2,5,"transparent","consonant",105.54,2.027512692,11.3036,1.090032203,1.860048432,"chiefly","high","low","high","high","A",563,6.33327962813969,1.77619893428064
"2576",20,167,"illness","List2","strong",67,6,6,1,443,443,"unrelated","strongly","strong","ly",8,2,6,"transparent","consonant",167.948,2.227753055,42.3588,1.637077254,1.360811195,"strongly","high","low","high","low","A",443,6.09356977004514,2.25733634311512
"2577",20,168,"calmness","List2","deaf",68,6,6,1,542,542,"unrelated","deafness","deaf","ness",8,4,4,"transparent","consonant",9.51884,1.021967849,2.08225,0.488867861,2.090478693,"deafness","high","low","high","high","A",542,6.29526600143965,1.8450184501845
"2578",20,169,"deathlike","List2","dead",69,6,6,1,470,470,"unrelated","deadly","dead","ly",6,2,4,"transparent","consonant",190.079,2.28121296,13.6833,1.166823672,1.95506228814746,"deadly","high","low","high","high","A",470,6.1527326947041,2.12765957446809
